target	good_mean	good_median	bad_mean	bad_median	good_min	good_max	bad_min	bad_max	n_good	n_bad	MW_U_1s	MW_P_1s_good_gt_bad	MW_P_2s	Wgood_Wilcoxon_stat	Wgood_Wilcoxon_P_2s	Wgood_Wilcoxon_P_1s_pos	Wbad_Wilcoxon_stat	Wbad_Wilcoxon_P_2s	Wbad_Wilcoxon_P_1s_pos
S1_Naive_B	-0.009043781899485978	-0.018709034358681154	1.175692908662013	1.1968422647789116	-1.1912912412746968	1.18286892993492	0.6687556255005317	1.6614808357065953	3	3	1.0	0.9500000000000001	0.2	2.0	0.75	0.75	0.0	0.25	0.125
S2_Memory_B	0.029067257258776014	-0.48862790978448056	0.3819757584392111	0.09435750775846533	-0.9119307807411836	1.4877604623019922	-0.6457248664667259	1.6972946340258939	3	3	3.0	0.8	0.7	3.0	1.0	0.625	2.0	0.75	0.375
S3_BAFF_APRIL	0.46506189762091993	0.1455630502517704	0.7772454953372	0.5510055986638049	-0.22406870492998376	1.4736913475409732	-0.18356548978294668	1.964296377130742	3	3	3.0	0.8	0.7	2.0	0.75	0.375	1.0	0.5	0.25
