gene	tag	good_mean	bad_mean	MW_P_1s	MW_P_2s	direction	BH_q_1s
ARG1	pre	-0.7712914249656105	-0.5277223782462275	0.65	1.0	bad>good	0.7448979591836735
FUT5	pre	-0.5072115455915839	-0.6791099519594791	0.65	1.0	good>bad	0.7448979591836735
CCL1	pre	-0.6888121024799987	-0.6436850025998727	0.65	1.0	bad>good	0.7448979591836735
IFNA7	pre	-0.5392812114597736	-0.35349151543724	0.65	1.0	bad>good	0.7448979591836735
CASP10	pre	-0.6580165014309686	-0.2997212672118289	0.65	1.0	bad>good	0.7448979591836735
CAMP	pre	-0.6177037044931012	-0.7125213889930194	0.65	1.0	good>bad	0.7448979591836735
C6	pre	-0.5684630358670101	-0.49116835622007127	0.65	1.0	bad>good	0.7448979591836735
MME	pre	-0.30580916403048214	-0.21616526431702413	0.65	1.0	bad>good	0.7448979591836735
C1S	pre	-0.1829897066845453	-0.7800665189937385	0.65	1.0	good>bad	0.7448979591836735
C1R	pre	-0.37971168728913246	-0.6620421788489886	0.65	1.0	good>bad	0.7448979591836735
TBX21	pre	-0.6963668060536445	-0.19955176869104777	0.65	1.0	bad>good	0.7448979591836735
TAPBP	pre	-0.38692617413995295	-0.27284213948686653	0.65	1.0	bad>good	0.7448979591836735
CD5	pre	-0.5556061528233315	0.17817237188603743	0.65	1.0	bad>good	0.7448979591836735
CD99	pre	-0.24337026602743742	-0.12352981707791015	0.65	1.0	bad>good	0.7448979591836735
NFATC1	pre	-0.6866306503499512	-0.5455072401523307	0.65	1.0	bad>good	0.7448979591836735
LTB	pre	-0.25768337887362847	-0.4941225437102585	0.65	1.0	good>bad	0.7448979591836735
MAGEA4	pre	-0.5190602055765665	-0.21290348636649295	0.65	1.0	bad>good	0.7448979591836735
MAPK11	pre	-0.4768707013307947	-0.4674138235227357	0.65	1.0	bad>good	0.7448979591836735
NEFL	pre	-0.4430131378353217	-0.401519553641914	0.65	1.0	bad>good	0.7448979591836735
MS4A2	pre	-0.8763768724902002	-0.569913841909439	0.65	1.0	bad>good	0.7448979591836735
CD70	pre	-1.0058441381854941	-0.7157523508892046	0.65	1.0	bad>good	0.7448979591836735
MAP3K5	pre	-0.276772437460001	-0.21697319913868562	0.65	1.0	bad>good	0.7448979591836735
MAP4K2	pre	-0.5024768966162951	-0.16839093016036955	0.65	1.0	bad>good	0.7448979591836735
MSR1	pre	-0.6491287614392561	-0.603728321710521	0.65	1.0	bad>good	0.7448979591836735
CD209	pre	-0.8571685267058395	-0.6266765489653283	0.65	1.0	bad>good	0.7448979591836735
CD200	pre	-0.5061179634069393	-0.4309342026975025	0.65	1.0	bad>good	0.7448979591836735
IRF5	pre	-0.19665241876618178	-0.21638222667860604	0.65	1.0	good>bad	0.7448979591836735
CXCL12	pre	-0.5421646040996596	-0.5402963059531432	0.65	1.0	bad>good	0.7448979591836735
IFNAR1	pre	-0.7936607494794378	-0.4253891999225938	0.65	1.0	bad>good	0.7448979591836735
SELPLG	pre	-0.5960021829347429	-0.5922472409688284	0.65	1.0	bad>good	0.7448979591836735
RRAD	pre	-0.46068001327967584	-0.795868085213518	0.65	1.0	good>bad	0.7448979591836735
RPS6	pre	0.4612054838928776	0.5489291036836844	0.65	1.0	bad>good	0.7448979591836735
PDGFC	pre	-0.5722110528970178	-0.5592444037933971	0.65	1.0	bad>good	0.7448979591836735
CLU	pre	-0.6424647964201663	-0.7338130498871408	0.65	1.0	good>bad	0.7448979591836735
CLEC7A	pre	-0.8868147611300917	-0.7610402727620545	0.65	1.0	bad>good	0.7448979591836735
ITGA2B	pre	-0.6016928784245028	-0.49847302233373275	0.65	1.0	bad>good	0.7448979591836735
SERPING1	pre	-0.2723980560431903	-0.39453761856490965	0.65	1.0	good>bad	0.7448979591836735
IL6	pre	-0.4310607234771597	-0.3919969357940762	0.65	1.0	bad>good	0.7448979591836735
IGF1R	pre	-0.2493935244551614	-0.3115613102099455	0.65	1.0	good>bad	0.7448979591836735
IL3RA	pre	-0.5934488942906279	-0.6351253382354719	0.65	1.0	good>bad	0.7448979591836735
IL22	pre	-0.5769565143088095	0.002469293359406525	0.65	1.0	bad>good	0.7448979591836735
KLRC2	pre	-0.44191113388918496	-0.4041709290664384	0.65	1.0	bad>good	0.7448979591836735
IL25	pre	-0.5101978134515726	-0.4700244023128623	0.65	1.0	bad>good	0.7448979591836735
LAIR2	pre	-0.6896742351793209	-0.7633176768322404	0.65	1.0	good>bad	0.7448979591836735
CSF2RB	pre	-0.6753698237585218	-0.6282900769950723	0.65	1.0	bad>good	0.7448979591836735
COL3A1	pre	-0.5761144594884254	-0.3798617628369499	0.65	1.0	bad>good	0.7448979591836735
CEBPB	pre	-0.13915866789228193	-0.31786350264787644	0.65	1.0	good>bad	0.7448979591836735
CEACAM8	pre	-0.5422321483671422	-0.7388443908317853	0.65	1.0	good>bad	0.7448979591836735
PLA2G1B	pre	-0.09006123619300588	-0.19840321354841353	0.65	1.0	good>bad	0.7448979591836735
PDGFRB	pre	-0.1392585308334615	-0.27436295158326496	0.65	1.0	good>bad	0.7448979591836735
CCL23	pre	-0.6840728878077548	-0.49106582175949387	0.65	1.0	bad>good	0.7448979591836735
CD8B	pre	-0.08758066005293504	0.04683338283633365	0.65	1.0	bad>good	0.7448979591836735
CSF1R	pre	-0.6728703827354062	-0.5463991864424174	0.65	1.0	bad>good	0.7448979591836735
CD34	pre	-0.29910732895375197	-0.21157963917808378	0.65	1.0	bad>good	0.7448979591836735
NCAM1	pre	-0.38890887733911533	-0.36921135841782227	0.65	1.0	bad>good	0.7448979591836735
NOD2	pre	-0.2928038779108846	-0.13692051216590614	0.65	1.0	bad>good	0.7448979591836735
SELE	pre	-0.6275475087563417	-0.2549361588162226	0.65	1.0	bad>good	0.7448979591836735
NOTCH1	pre	0.09118291851391365	0.22806446948700235	0.65	1.0	bad>good	0.7448979591836735
EGR1	pre	-0.9229187107064544	-0.48010673396493536	0.65	1.0	bad>good	0.7448979591836735
IL27	pre	-0.6155911902536837	-0.7700464139766178	0.65	1.0	good>bad	0.7448979591836735
EGR2	pre	-0.8102009776755313	-0.6676280408215011	0.65	1.0	bad>good	0.7448979591836735
CCL3	pre	-0.635584240216568	-0.5932536342404887	0.65	1.0	bad>good	0.7448979591836735
TLR1	pre	-0.49545572697262497	-0.8341474753549467	0.65	1.0	good>bad	0.7448979591836735
SMPD3	pre	-0.2480804072247381	0.11967241362464298	0.65	1.0	bad>good	0.7448979591836735
USP9Y	pre	-0.5538578181747787	-0.20628123333718218	0.65	1.0	bad>good	0.7448979591836735
TPSAB1	pre	-0.7002977998562411	-0.35568790360442737	0.65	1.0	bad>good	0.7448979591836735
TNFRSF13B	pre	0.23422270257847053	0.15046569863725248	0.65	1.0	good>bad	0.7448979591836735
TNFRSF8	pre	-0.5804930037265456	-0.499109067132123	0.65	1.0	bad>good	0.7448979591836735
ABCB1	pre	-0.2148640953424745	0.007062155701542783	0.65	1.0	bad>good	0.7448979591836735
TREM2	pre	-0.8220845344006418	-0.5368371205830692	0.65	1.0	bad>good	0.7448979591836735
A2M	pre	-0.1773815428542235	-0.46654822200655177	0.65	1.0	good>bad	0.7448979591836735
SIGLEC1	pre	-0.899166242617846	-0.4930081621855476	0.65	1.0	bad>good	0.7448979591836735
IL17B	pre	-0.2449479557928124	-0.2864932377904867	0.65	1.0	good>bad	0.7448979591836735
IL17F	pre	-0.7673331136863318	-0.2866822634713984	0.65	1.0	bad>good	0.7448979591836735
TLR5	pre	-0.20373388585358107	-0.6982555763649391	0.65	1.0	good>bad	0.7448979591836735
SPANXB1	pre	-0.3000628687270407	-0.21780973582197038	0.65	1.0	bad>good	0.7448979591836735
SPINK5	pre	-0.14386555278250587	-0.627470083014974	0.65	1.0	good>bad	0.7448979591836735
CCL8	pre	-0.8200030125040496	-0.46750512710778463	0.65	1.0	bad>good	0.7448979591836735
HLA-DQA1	pre	-0.10889214011824071	0.011453650309298383	0.65	1.0	bad>good	0.7448979591836735
HLA-DRB4	pre	-0.34018257687162406	-0.016431204095758083	0.65	1.0	bad>good	0.7448979591836735
ICOSLG	pre	-0.7156775392477294	-0.1560392873512162	0.65	1.0	bad>good	0.7448979591836735
IKBKB	pre	-0.3314281042233567	-0.12056759767355245	0.65	1.0	bad>good	0.7448979591836735
ICAM4	pre	-0.6132092723921979	-0.45435121991261057	0.65	1.0	bad>good	0.7448979591836735
STAT6	pre	-0.41578076662589153	-0.10420679154944439	0.65	1.0	bad>good	0.7448979591836735
TAL1	pre	-0.853059159570784	-0.507441630208493	0.65	1.0	bad>good	0.7448979591836735
TLR4	pre	-0.6397993876216946	-0.8763880208456171	0.65	1.0	good>bad	0.7448979591836735
CCL2	pre	-0.3758647379632826	-0.7256722958601006	0.65	1.0	good>bad	0.7448979591836735
SYT17	pre	-0.387111133634527	-0.2836738043028291	0.65	1.0	bad>good	0.7448979591836735
CCL7	pre	-0.5202685315784866	-0.6063078206377706	0.65	1.0	good>bad	0.7448979591836735
IFNA17	pre	-0.6760622310299828	-0.43143008074960104	0.8	0.7	bad>good	0.8402877697841726
CD46	pre	0.4954464994262959	0.33353919892012174	0.8	0.7	good>bad	0.8402877697841726
LILRB3	pre	-0.7388527624442163	-0.5645381425061649	0.8	0.7	bad>good	0.8402877697841726
LRRN3	pre	-0.6899959436628076	0.09189917968821633	0.8	0.7	bad>good	0.8402877697841726
FCGR2A	pre	-0.7597901393595943	-0.7635994637793826	0.8	0.7	good>bad	0.8402877697841726
C4B	pre	-0.7876444900318135	-0.48605753775282295	0.8	0.7	bad>good	0.8402877697841726
TCF7	pre	0.33429483399899906	0.04459104385419055	0.8	0.7	good>bad	0.8402877697841726
CHIT1	pre	-0.47503655121537136	-0.4572541064937609	0.8	0.7	bad>good	0.8402877697841726
CLEC5A	pre	-0.5954229223158795	-0.0838554515533197	0.8	0.7	bad>good	0.8402877697841726
KIR_Inhibiting_Subgroup_1	pre	-0.9520791905617774	-0.4485243432486938	0.8	0.7	bad>good	0.8402877697841726
ITGB3	pre	-0.5224429865194279	-0.2130357710290558	0.8	0.7	bad>good	0.8402877697841726
PLA2G6	pre	-0.4651725294635678	0.28679771114190705	0.8	0.7	bad>good	0.8402877697841726
CSF2	pre	-0.42534468582561996	-0.1916016454329125	0.8	0.7	bad>good	0.8402877697841726
JAM3	pre	-0.6447966113131246	-0.35475168426621084	0.8	0.7	bad>good	0.8402877697841726
PTGDR2	pre	-0.815949665607388	-0.4527726415153753	0.8	0.7	bad>good	0.8402877697841726
JAK3	pre	-0.1359561421523123	0.05910947552953275	0.8	0.7	bad>good	0.8402877697841726
ITGAM	pre	-0.7366990904817317	-0.6017173676294135	0.8	0.7	bad>good	0.8402877697841726
LILRA5	pre	-0.7830542125641511	-0.7382950436813052	0.8	0.7	bad>good	0.8402877697841726
LILRA1	pre	-0.6602989289673334	-0.2804306007621868	0.8	0.7	bad>good	0.8402877697841726
CD6	pre	-0.3439113505508105	-0.016247602354134166	0.8	0.7	bad>good	0.8402877697841726
CD1B	pre	-0.7463058595159341	-0.0353647888681593	0.8	0.7	bad>good	0.8402877697841726
MAGEC2	pre	-0.8571322901865986	-0.3767478444949502	0.8	0.7	bad>good	0.8402877697841726
MASP2	pre	-0.8118908781002564	-0.2252253905646032	0.8	0.7	bad>good	0.8402877697841726
LTBR	pre	-0.033825554154728536	-0.08449001144079715	0.8	0.7	good>bad	0.8402877697841726
MEFV	pre	-0.6340665237767366	-0.6206728096458852	0.8	0.7	bad>good	0.8402877697841726
CARD9	pre	-0.771430643609111	-0.4442022310465695	0.8	0.7	bad>good	0.8402877697841726
GATA3	pre	-0.7375894929801589	-0.5507463422649771	0.8	0.7	bad>good	0.8402877697841726
AXL	pre	-0.6447782198361348	-0.33614975629355087	0.8	0.7	bad>good	0.8402877697841726
C1QA	pre	-0.650105996771416	-0.31282383027403843	0.8	0.7	bad>good	0.8402877697841726
C7	pre	-0.572463739866288	-0.03193091824073272	0.8	0.7	bad>good	0.8402877697841726
MRC1	pre	-0.5301019435013611	-0.4722878227418195	0.8	0.7	bad>good	0.8402877697841726
PAX5	pre	-0.6301538782085293	-0.31744222820106266	0.8	0.7	bad>good	0.8402877697841726
CD68	pre	-0.7268906374476835	-0.5329506620481258	0.8	0.7	bad>good	0.8402877697841726
AKT3	pre	-0.6164291430801377	-0.5644716640820285	0.8	0.7	bad>good	0.8402877697841726
C2	pre	0.3392914609173225	-0.04076210223970681	0.8	0.7	good>bad	0.8402877697841726
C8G	pre	-0.7829489303018208	-0.5045885203275743	0.8	0.7	bad>good	0.8402877697841726
CD163	pre	-0.6714431457845093	-0.5254194843864409	0.8	0.7	bad>good	0.8402877697841726
CCL18	pre	-0.4105809044634002	0.13988342074060026	0.8	0.7	bad>good	0.8402877697841726
TNFSF18	pre	-0.031902567832313024	0.040385578870104265	0.8	0.7	bad>good	0.8402877697841726
XCR1	pre	-0.8300157543970178	-0.4001944793039523	0.8	0.7	bad>good	0.8402877697841726
BCL2	pre	-0.3628649199620986	0.3840498301405309	0.8	0.7	bad>good	0.8402877697841726
HSD11B1	pre	-0.4706637247796706	-0.6503458933086179	0.8	0.7	good>bad	0.8402877697841726
SLC11A1	pre	-0.8468560038504989	-0.3944162747779856	0.8	0.7	bad>good	0.8402877697841726
SPN	pre	-0.05452426459225896	-0.2518459352591899	0.8	0.7	good>bad	0.8402877697841726
C3	pre	-0.5582989853329661	-0.2911111020774651	0.8	0.7	bad>good	0.8402877697841726
TNFSF13	pre	-0.5334362153499231	-0.06980640999114218	0.8	0.7	bad>good	0.8402877697841726
SPO11	pre	-0.4357409249350634	-0.10370079497064617	0.8	0.7	bad>good	0.8402877697841726
PRF1	pre	-0.5650851892877614	-0.0423140106592658	0.8	0.7	bad>good	0.8402877697841726
KIR3DL3	pre	-0.2914199436725416	-0.12023880071398647	0.8	0.7	bad>good	0.8402877697841726
IL1RAP	pre	-0.613671677481573	-0.6097600244739638	0.8	0.7	bad>good	0.8402877697841726
IL1R1	pre	-0.8274466836569995	-0.6735661100802695	0.8	0.7	bad>good	0.8402877697841726
ENG	pre	-0.41216212852486733	-0.21949882807175403	0.8	0.7	bad>good	0.8402877697841726
IL4R	pre	-0.7854498133966569	-0.22686343245706433	0.8	0.7	bad>good	0.8402877697841726
RORC	pre	-0.5618314775945461	-0.44723052857649503	0.8	0.7	bad>good	0.8402877697841726
RUNX3	pre	-0.9110361088760799	0.0919676694126051	0.8	0.7	bad>good	0.8402877697841726
CREBBP	pre	-0.2876441191769185	-0.1295520441369016	0.8	0.7	bad>good	0.8402877697841726
CFD	pre	-0.8401890257011978	-0.0956100004358668	0.8	0.7	bad>good	0.8402877697841726
CCL21	pre	-0.27839315906260764	-0.18245932984187427	0.8	0.7	bad>good	0.8402877697841726
FLT3LG	pre	-0.7561847925890711	-0.23723658701491793	0.9	0.4	bad>good	0.9201680672268907
OSM	pre	-0.48198667054259614	-0.383588979912247	0.9	0.4	bad>good	0.9201680672268907
FCGR2B	pre	-0.8081619521848248	-0.25730843579753754	0.9	0.4	bad>good	0.9201680672268907
NRP1	pre	-0.9841796180171779	-0.18707764365160803	0.9	0.4	bad>good	0.9201680672268907
FLT3	pre	-0.6312276507661644	-0.37615248611677937	0.9	0.4	bad>good	0.9201680672268907
IFNB1	pre	-0.9894525120517059	-0.4060078884778511	0.9	0.4	bad>good	0.9201680672268907
IL9	pre	-0.8125133018079017	0.21936445368740676	0.9	0.4	bad>good	0.9201680672268907
SEMG1	pre	-1.0202103434507694	-0.30593349702246514	0.9	0.4	bad>good	0.9201680672268907
KIR3DL1	pre	-0.8713746484964727	-0.3285155046602034	0.9	0.4	bad>good	0.9201680672268907
ITGAX	pre	-0.7322060867248887	-0.5141079649308338	0.9	0.4	bad>good	0.9201680672268907
TNFSF4	pre	-0.9615344173186845	-0.4383549535562869	0.9	0.4	bad>good	0.9201680672268907
MBL2	pre	-0.9964395083537686	-0.3431792345354851	0.9	0.4	bad>good	0.9201680672268907
F13A1	pre	-0.8171316366232514	0.3525300425439173	0.9	0.4	bad>good	0.9201680672268907
TIRAP	pre	-1.1296102847467424	-0.07430137314929004	0.9	0.4	bad>good	0.9201680672268907
TLR7	pre	-1.0628588547058302	-0.10190466319526033	0.9	0.4	bad>good	0.9201680672268907
SIGIRR	pre	-0.33251601537009823	0.4729995044895166	0.9	0.4	bad>good	0.9201680672268907
AMBP	pre	-0.7003675721608708	0.1464419904866804	0.9	0.4	bad>good	0.9201680672268907
TNFSF14	pre	-0.7606905247206642	-0.5068413161699415	0.9	0.4	bad>good	0.9201680672268907
PASD1	pre	-1.2462515611335163	-0.054051106228788615	0.9	0.4	bad>good	0.9201680672268907
ZAP70	pre	-0.5730707417567461	0.5688697637366734	0.9500000000000001	0.2	bad>good	0.9578729281767956
CX3CR1	pre	-0.7925480724340632	-0.22514718871636732	0.9500000000000001	0.2	bad>good	0.9578729281767956
CTAGE1	pre	-0.6825953100294987	-0.07992013194610408	0.9500000000000001	0.2	bad>good	0.9578729281767956
LTK	pre	-0.999909521271802	0.19412671290743222	0.9500000000000001	0.2	bad>good	0.9578729281767956
MAF	pre	-1.1228675610894185	-0.2302454477231941	0.9500000000000001	0.2	bad>good	0.9578729281767956
MASP1	pre	-0.5911464211092188	-0.37037961550316306	0.9500000000000001	0.2	bad>good	0.9578729281767956
IFNA8	pre	-0.8050340750100132	-0.322399523298603	0.9500000000000001	0.2	bad>good	0.9578729281767956
TNFSF12	pre	-0.7051071785226637	0.13857622890590057	0.9500000000000001	0.2	bad>good	0.9578729281767956
SPP1	pre	-0.9371891501017567	0.04249645675985347	0.9500000000000001	0.2	bad>good	0.9578729281767956
TLR8	pre	-0.912656213184487	-0.5922417742005585	0.9500000000000001	0.2	bad>good	0.9578729281767956
NFATC4	pre	-0.5798733955800042	0.02722590522390926	1.0	0.1	bad>good	1.0
HCK	pre	-0.9906281756253074	-0.48516559604980297	1.0	0.1	bad>good	1.0
TGFB1	pre	-0.8102457135416069	-0.38224926169543444	1.0	0.1	bad>good	1.0
CCL24	pre	-0.6470772419153107	1.0038561226188993	1.0	0.1	bad>good	1.0
CD14	pre	-1.2206996160193724	-0.22107028746789295	1.0	0.1	bad>good	1.0
TMEFF2	pre	-1.017784366796669	-0.23057206486892332	1.0	0.1	bad>good	1.0
