gene	tag	good_mean	bad_mean	MW_P_1s	MW_P_2s	direction	BH_q_1s
YTHDF2	pre	0.6637889676966017	-0.6451738280917282	0.05	0.1	good>bad	0.365
TNFSF15	pre	-0.17015112163600912	-1.0989786505265775	0.05	0.1	good>bad	0.365
TNFRSF12A	pre	0.19833512052218927	-1.2094589389512027	0.05	0.1	good>bad	0.365
AICDA	pre	-0.10215894204683873	-1.4766427450216566	0.05	0.1	good>bad	0.365
STAT4	pre	0.13925556270775416	-1.2054432675792262	0.05	0.1	good>bad	0.365
UBC	pre	0.16836423801959974	-0.9903789403769029	0.05	0.1	good>bad	0.365
TANK	pre	0.33006683318497015	-1.1413359205895464	0.05	0.1	good>bad	0.365
STAT5B	pre	0.612985213676767	-0.7561189556715021	0.05	0.1	good>bad	0.365
REPS1	pre	0.4381324376616129	-0.18353460340151914	0.05	0.1	good>bad	0.365
REL	pre	0.32662146490355487	-0.9906311061456637	0.05	0.1	good>bad	0.365
CCRL2	pre	0.15078618395131746	-1.0733117228483882	0.05	0.1	good>bad	0.365
PTPRC	pre	-0.005212725121582403	-0.9715477387654747	0.05	0.1	good>bad	0.365
IL32	pre	0.0117594372645932	-0.7693571154905469	0.05	0.1	good>bad	0.365
PSEN1	pre	0.28964920417599793	-0.5476827740084418	0.05	0.1	good>bad	0.365
POU2AF1	pre	0.21916234387877997	-0.876910863771199	0.05	0.1	good>bad	0.365
SH2D1A	pre	0.5677475168897568	-0.9429666630698751	0.05	0.1	good>bad	0.365
ETS1	pre	-0.0456429811480464	-0.9268340073032687	0.05	0.1	good>bad	0.365
ENTPD1	pre	-0.13413498088784728	-0.9000843760946999	0.05	0.1	good>bad	0.365
DUSP6	pre	0.30893142831893566	-0.9400724779759857	0.05	0.1	good>bad	0.365
DDX43	pre	-0.48169867847995135	-0.7155630139847383	0.05	0.1	good>bad	0.365
CD3D	pre	0.7309362360174351	-0.8045204128132006	0.05	0.1	good>bad	0.365
OAS3	pre	0.243253062746679	-1.1035881508726675	0.05	0.1	good>bad	0.365
IL4	pre	-0.3524631076191944	-0.8731066823378942	0.05	0.1	good>bad	0.365
PSMB7	pre	0.6980148032201571	-0.49249182211052717	0.05	0.1	good>bad	0.365
HMGB1	pre	1.1668693672992159	-0.4179632158217171	0.05	0.1	good>bad	0.365
IDO1	pre	0.1903283308928548	-0.9237914678378397	0.05	0.1	good>bad	0.365
PSMD7	pre	0.9252102006703001	-0.6885484170351983	0.05	0.1	good>bad	0.365
HLA-E	pre	-0.026458036667723117	-0.8970691616331127	0.05	0.1	good>bad	0.365
IL13RA1	pre	0.28205587983343494	-0.1045593066084791	0.05	0.1	good>bad	0.365
HLA-DRA	pre	0.2690756613193194	-0.7041394141039777	0.05	0.1	good>bad	0.365
IFNGR1	pre	0.12972894594401352	-0.7932099142574051	0.05	0.1	good>bad	0.365
IFNAR2	pre	0.10348834080972528	-1.0001654273285807	0.05	0.1	good>bad	0.365
NUP107	pre	1.104740008046474	-0.4170324679268733	0.05	0.1	good>bad	0.365
NFKB1	pre	0.6254250213921193	-0.72310245685695	0.05	0.1	good>bad	0.365
CD2	pre	0.05538814994587057	-1.0568736828973726	0.05	0.1	good>bad	0.365
CD247	pre	0.3973066542273446	-1.1680299455976206	0.05	0.1	good>bad	0.365
CD274	pre	-0.09286007311425688	-1.062643311248133	0.05	0.1	good>bad	0.365
CD38	pre	0.4614634275659372	-0.8853698509406599	0.05	0.1	good>bad	0.365
LGALS3	pre	0.4123472361199423	-0.48145332532678964	0.05	0.1	good>bad	0.365
LCP1	pre	-0.40929289790689327	-0.9763591170113584	0.05	0.1	good>bad	0.365
CEACAM6	pre	0.5441852889726922	-1.0177654893953003	0.05	0.1	good>bad	0.365
CFP	pre	-0.36650891128506174	-1.0061423364780666	0.05	0.1	good>bad	0.365
CHUK	pre	0.7098827142330317	-0.9116169137237703	0.05	0.1	good>bad	0.365
MAGEA1	pre	-0.2483376978425594	-0.7584451841367379	0.05	0.1	good>bad	0.365
CREB1	pre	0.9272167638547932	-0.4405252062131333	0.05	0.1	good>bad	0.365
CR2	pre	0.16332406796737817	-1.1549793226242404	0.05	0.1	good>bad	0.365
CMA1	pre	0.37096613268334044	-1.1174073779764504	0.05	0.1	good>bad	0.365
CD63	pre	-0.1810708433020618	-1.150109760628397	0.05	0.1	good>bad	0.365
PBK	pre	1.1148362580211428	-0.762053403207306	0.05	0.1	good>bad	0.365
MAPK1	pre	0.5460420588043419	-0.608848022444611	0.05	0.1	good>bad	0.365
MAPK8	pre	0.476343559859521	-1.0166856644518127	0.05	0.1	good>bad	0.365
CD59	pre	-0.1186509655636378	-1.4326436771822906	0.05	0.1	good>bad	0.365
CD58	pre	0.23249869911493146	-0.6629990719194735	0.05	0.1	good>bad	0.365
IL18	pre	0.1982176117540275	-1.105148043677399	0.05	0.1	good>bad	0.365
CXCR6	pre	0.4745276142201367	-1.2406243728622375	0.05	0.1	good>bad	0.365
CXCL9	pre	0.482095767922971	-0.7722384755124695	0.05	0.1	good>bad	0.365
CTAG1B	pre	0.575563678613852	-0.8299960721116088	0.05	0.1	good>bad	0.365
CTSH	pre	0.8170031543279518	-0.602016701963367	0.05	0.1	good>bad	0.365
CXCL10	pre	0.5570325031568047	-0.8303745962139978	0.05	0.1	good>bad	0.365
CXCL11	pre	0.3833571993230395	-1.1122344779395512	0.05	0.1	good>bad	0.365
ISG20	pre	-0.040134434788602014	-1.1483724608599237	0.05	0.1	good>bad	0.365
ITGA2	pre	0.7516670866853651	-0.7730500919367151	0.05	0.1	good>bad	0.365
IRF1	pre	0.1467616783910097	-1.31708133825176	0.05	0.1	good>bad	0.365
IL6ST	pre	-0.06682415397427834	-0.9515596568507062	0.05	0.1	good>bad	0.365
C4BPA	pre	0.5917957592654227	-1.281738130317276	0.05	0.1	good>bad	0.365
KLRB1	pre	0.612235687471458	-0.29855257852051814	0.05	0.1	good>bad	0.365
JAK1	pre	0.20098370316035452	-0.6496084210278512	0.05	0.1	good>bad	0.365
ITGB1	pre	0.2867954726101734	-1.4214516838227185	0.05	0.1	good>bad	0.365
ITGA6	pre	0.5724637889241417	-0.5804581003713412	0.05	0.1	good>bad	0.365
BTLA	pre	0.1392611539205241	-1.2727472675123777	0.05	0.1	good>bad	0.365
CKLF	pre	0.3033328023280411	-0.7250588375689432	0.05	0.1	good>bad	0.365
CD9	pre	0.5463077442249386	-0.11108877375157328	0.05	0.1	good>bad	0.365
CEACAM1	pre	0.5582002967429397	-0.9580623012473403	0.05	0.1	good>bad	0.365
LAMP3	pre	0.16104275896904782	-0.8166624412149665	0.05	0.1	good>bad	0.365
LY96	pre	-0.15111771303989951	-1.1181925538783053	0.05	0.1	good>bad	0.365
LBP	pre	0.03989102232404229	-1.0783314432580666	0.05	0.1	good>bad	0.365
CDH1	pre	0.5873759903656891	-0.06699641409668723	0.05	0.1	good>bad	0.365
BMI1	pre	0.5172343096470107	-0.481810730753226	0.05	0.1	good>bad	0.365
BIRC5	pre	1.0579717329510958	-0.26875486861904624	0.05	0.1	good>bad	0.365
ATG5	pre	0.7116983245088653	-0.38748581269507515	0.05	0.1	good>bad	0.365
IFI27	pre	0.3063355905369634	-0.7362849236804373	0.05	0.1	good>bad	0.365
GAGE1	pre	-0.1452177887001417	-0.8601536977108951	0.05	0.1	good>bad	0.365
GZMM	pre	0.1595324612867164	-1.0748754855686686	0.05	0.1	good>bad	0.365
GZMH	pre	0.0534741046632003	-0.7168563077828042	0.05	0.1	good>bad	0.365
SMAD2	pre	0.5960701788154025	-0.6624150893401977	0.05	0.1	good>bad	0.365
STAT1	pre	0.3598939683271427	-0.9109543692370057	0.05	0.1	good>bad	0.365
SPA17	pre	0.5688987020611004	-0.9864104882384735	0.05	0.1	good>bad	0.365
SSX1	pre	-0.10696385950335822	-0.8222633781117832	0.05	0.1	good>bad	0.365
TICAM2	pre	-0.1964441726851851	-1.381964697935002	0.05	0.1	good>bad	0.365
SLAMF1	pre	0.12839462972178256	-0.834654218576148	0.05	0.1	good>bad	0.365
SLAMF7	pre	0.3358189592930963	-1.153489845369714	0.05	0.1	good>bad	0.365
TBK1	pre	0.7319746365034706	-1.2449929626157654	0.05	0.1	good>bad	0.365
CASP3	pre	0.7099096099187895	-0.7358086047644009	0.05	0.1	good>bad	0.365
CASP1	pre	0.5999595229158526	-0.9422825816174313	0.05	0.1	good>bad	0.365
C9	pre	-0.11529372792959086	-1.2071085242639696	0.05	0.1	good>bad	0.365
C8A	pre	-0.1314012119207667	-1.0924387059971208	0.05	0.1	good>bad	0.365
HLA-DMB	pre	0.3134721663032107	-1.1847359495878453	0.05	0.1	good>bad	0.365
ANXA1	pre	0.04313994518092012	-1.2478666103966691	0.05	0.1	good>bad	0.365
ATF1	pre	0.8941991218026079	-0.33308631939027006	0.05	0.1	good>bad	0.365
ATF2	pre	0.640223215965778	-0.3606285192812371	0.05	0.1	good>bad	0.365
NOS2A	pre	0.7537154729080057	-0.7299186765346651	0.1	0.2	good>bad	0.45625
CD1C	pre	0.2845213338821521	-1.3280408360068643	0.1	0.2	good>bad	0.45625
MST1R	pre	0.32862311991735765	-0.6844872555475585	0.1	0.2	good>bad	0.45625
MAP3K7	pre	0.9665590163411263	-0.3353516015736832	0.1	0.2	good>bad	0.45625
IL1RN	pre	-0.394865684516372	-0.8134312292636677	0.1	0.2	good>bad	0.45625
MX1	pre	0.032434975420603696	-0.9935194822911578	0.1	0.2	good>bad	0.45625
NCR1	pre	0.5262471558034069	-0.6844385116912832	0.1	0.2	good>bad	0.45625
NFKBIA	pre	-0.4830059696252304	-1.1049443308174831	0.1	0.2	good>bad	0.45625
CD180	pre	0.05836483912408014	-0.9883749932006519	0.1	0.2	good>bad	0.45625
IL17RB	pre	0.7552964978454076	0.0122021600603337	0.1	0.2	good>bad	0.45625
ICAM2	pre	-0.008409572041922941	-0.8398000529248991	0.1	0.2	good>bad	0.45625
PSMB8	pre	0.5389813284895504	-0.38467758006738634	0.1	0.2	good>bad	0.45625
IL2RG	pre	0.1255921181164821	-0.5302853433502901	0.1	0.2	good>bad	0.45625
IL22RA2	pre	0.5672838903826645	-0.886797008188339	0.1	0.2	good>bad	0.45625
IL22RA1	pre	0.19084542058538956	-0.32092243771960877	0.1	0.2	good>bad	0.45625
PIK3CG	pre	-0.1487924441177109	-1.1179617723093471	0.1	0.2	good>bad	0.45625
RAG1	pre	-0.07274209919541086	-0.7900524188308244	0.1	0.2	good>bad	0.45625
CCL4	pre	-0.41220797950692756	-0.9148179104933112	0.1	0.2	good>bad	0.45625
TNFRSF9	pre	-0.0805953851256113	-0.855259008945621	0.1	0.2	good>bad	0.45625
ULBP2	pre	0.04021269379906639	-0.9271074374327535	0.1	0.2	good>bad	0.45625
DUSP4	pre	-0.3119237224476215	-1.1107234101739596	0.1	0.2	good>bad	0.45625
EP300	pre	0.4390079360702909	-0.29287521808166406	0.1	0.2	good>bad	0.45625
IFNL1	pre	0.10545885103954562	-0.9531475271242588	0.1	0.2	good>bad	0.45625
IL12A	pre	0.805619462647833	-0.4617148251497958	0.1	0.2	good>bad	0.45625
IFI16	pre	-0.10793318522941713	-0.9294157281789541	0.1	0.2	good>bad	0.45625
HLA-G	pre	0.21767032630213942	-0.8600162063504331	0.1	0.2	good>bad	0.45625
EPCAM	pre	0.4399872835050964	-0.033041330386356794	0.1	0.2	good>bad	0.45625
EWSR1	pre	0.816696490854926	-0.25856134340232967	0.1	0.2	good>bad	0.45625
TTK	pre	0.8485401854022029	-0.24766300707892808	0.1	0.2	good>bad	0.45625
KIR_Inhibiting_Subgroup_2	pre	0.6518325435522808	-0.957550595893156	0.1	0.2	good>bad	0.45625
ITK	pre	0.07555967777470439	-1.0561932278411197	0.1	0.2	good>bad	0.45625
ITGAE	pre	1.1324513141225983	-0.5404781453321136	0.1	0.2	good>bad	0.45625
CREB5	pre	-0.0504583377542416	-0.9061471181526833	0.1	0.2	good>bad	0.45625
CR1	pre	-0.4015246998694679	-1.0538198334386977	0.1	0.2	good>bad	0.45625
CD96	pre	0.5109758735902424	-0.8627959684660814	0.1	0.2	good>bad	0.45625
CFI	pre	0.34602845643516544	-0.7806045345920545	0.1	0.2	good>bad	0.45625
CDKN1A	pre	-0.32456261025154987	-1.2524878072550412	0.1	0.2	good>bad	0.45625
CDK1	pre	0.9436180598277626	-0.21277303606331213	0.1	0.2	good>bad	0.45625
MAP2K1	pre	0.4432561034917575	-0.8347524681577073	0.1	0.2	good>bad	0.45625
CD48	pre	0.13182881794071044	-1.0817496195577296	0.1	0.2	good>bad	0.45625
CD47	pre	0.6412314710645063	-0.2807462149926359	0.1	0.2	good>bad	0.45625
CD80	pre	-0.28023838123430567	-1.026641748048838	0.1	0.2	good>bad	0.45625
CD81	pre	0.6148434406119799	-0.5466850674597302	0.1	0.2	good>bad	0.45625
CD86	pre	-0.3831473365672034	-1.1463150514846536	0.1	0.2	good>bad	0.45625
MIF	pre	0.8943359076616887	-0.5339525508684076	0.1	0.2	good>bad	0.45625
IL1A	pre	-0.28293538131370194	-0.8972647908043588	0.1	0.2	good>bad	0.45625
ISG15	pre	-0.062002049212879884	-0.8826241954054183	0.1	0.2	good>bad	0.45625
ITCH	pre	0.7341512468475501	-0.39555823484657404	0.1	0.2	good>bad	0.45625
IRF8	pre	0.6535004951585308	-0.37709408437255476	0.1	0.2	good>bad	0.45625
IL6R	pre	-0.3213253015854814	-0.9732519486427432	0.1	0.2	good>bad	0.45625
MAP2K4	pre	0.3183587752715129	-0.8504585887797699	0.1	0.2	good>bad	0.45625
TAP1	pre	0.3690304589392552	-0.7840133205714719	0.1	0.2	good>bad	0.45625
TLR6	pre	-0.3239755559041979	-1.134054381477501	0.1	0.2	good>bad	0.45625
CASP8	pre	0.20048050397182207	-0.8923292991077806	0.1	0.2	good>bad	0.45625
CCL15	pre	0.3959216460701707	-0.9955284511000326	0.1	0.2	good>bad	0.45625
IFIT2	pre	-0.5162758649988463	-1.010964424122522	0.1	0.2	good>bad	0.45625
HLA-B	pre	0.13484977503691395	-1.0564230681618836	0.1	0.2	good>bad	0.45625
GTF3C1	pre	0.47945995381251677	-1.0204643571252694	0.1	0.2	good>bad	0.45625
STAT3	pre	-0.024668826660800613	-0.8442536874463823	0.1	0.2	good>bad	0.45625
BCL10	pre	0.2577260901343466	-0.6725630573625002	0.1	0.2	good>bad	0.45625
BCL2L1	pre	0.16551963050337715	-0.5247788269285184	0.2	0.4	good>bad	0.5367647058823529
BST1	pre	-0.309916301042416	-1.036501842152085	0.2	0.4	good>bad	0.5367647058823529
BST2	pre	-0.1809971746932556	-0.8974584201886525	0.2	0.4	good>bad	0.5367647058823529
BTK	pre	-0.414819563243888	-0.9668392258977371	0.2	0.4	good>bad	0.5367647058823529
HLA-A	pre	-0.1181858962292972	-0.8401188292684966	0.2	0.4	good>bad	0.5367647058823529
ANP32B	pre	0.9168853019911635	-0.34228432065606257	0.2	0.4	good>bad	0.5367647058823529
ARG2	pre	0.5690350917925973	-0.8892371536764001	0.2	0.4	good>bad	0.5367647058823529
GZMA	pre	0.1324839035216084	-0.9219173923275007	0.2	0.4	good>bad	0.5367647058823529
GZMB	pre	0.30122449021542635	-0.5478690277396029	0.2	0.4	good>bad	0.5367647058823529
GZMK	pre	0.40660570333358276	-0.8056648528802172	0.2	0.4	good>bad	0.5367647058823529
HAVCR2	pre	-0.40289909694700093	-0.9134479524138603	0.2	0.4	good>bad	0.5367647058823529
IFNA1	pre	-0.19984285482162548	-0.5772075781129388	0.2	0.4	good>bad	0.5367647058823529
FCGR3A	pre	-0.3647627247904279	-0.8984009414784335	0.2	0.4	good>bad	0.5367647058823529
FEZ1	pre	-0.4594576239051651	-0.9100588324035718	0.2	0.4	good>bad	0.5367647058823529
FOXP3	pre	0.08055938669640934	-0.5456820336287601	0.2	0.4	good>bad	0.5367647058823529
FPR2	pre	-0.5201655291807544	-0.7706539270404482	0.2	0.4	good>bad	0.5367647058823529
FYN	pre	-0.3703491983160359	-0.47792779348916986	0.2	0.4	good>bad	0.5367647058823529
SSX4	pre	-0.2314313596059446	-0.8496651074123308	0.2	0.4	good>bad	0.5367647058823529
ST6GAL1	pre	0.8202835313103142	-0.43192400132923464	0.2	0.4	good>bad	0.5367647058823529
TFEB	pre	-0.10467199872229031	-0.6988213246142654	0.2	0.4	good>bad	0.5367647058823529
THBS1	pre	-0.19935777769910848	-0.707722966246128	0.2	0.4	good>bad	0.5367647058823529
TIGIT	pre	0.013129284185185367	-1.0087725174483548	0.2	0.4	good>bad	0.5367647058823529
TLR10	pre	-0.0012910758748991696	-0.9216851116349932	0.2	0.4	good>bad	0.5367647058823529
TLR3	pre	0.3265265379753745	-0.7386060289840786	0.2	0.4	good>bad	0.5367647058823529
CCL17	pre	-0.2758373063958116	-0.6919895956986667	0.2	0.4	good>bad	0.5367647058823529
TARP	pre	-0.19696438805150449	-1.0657413837064544	0.2	0.4	good>bad	0.5367647058823529
TFE3	pre	-0.26630077941307323	-0.8740523215063458	0.2	0.4	good>bad	0.5367647058823529
TXK	pre	-0.2761666350817444	-0.7875143701329411	0.2	0.4	good>bad	0.5367647058823529
C8B	pre	-0.15941710937745301	-0.9064658763618808	0.2	0.4	good>bad	0.5367647058823529
JAK2	pre	-0.21074395205658	-0.5750244944142145	0.2	0.4	good>bad	0.5367647058823529
KIR3DL2	pre	-0.24232072079881983	-0.9848454159693464	0.2	0.4	good>bad	0.5367647058823529
KIR_Activating_Subgroup_2	pre	-0.045151259646363164	-0.8867750460704859	0.2	0.4	good>bad	0.5367647058823529
KIT	pre	0.09379456562687923	-0.8447424424960416	0.2	0.4	good>bad	0.5367647058823529
ITGB4	pre	0.2245260576652719	-0.36453545390142256	0.2	0.4	good>bad	0.5367647058823529
CFB	pre	0.2173846970278465	-0.772365218277859	0.2	0.4	good>bad	0.5367647058823529
CLEC4A	pre	-0.5159573120455586	-0.9303952045004769	0.2	0.4	good>bad	0.5367647058823529
LCK	pre	0.16393086847760893	-0.6692480447277327	0.2	0.4	good>bad	0.5367647058823529
LCN2	pre	0.29090244001023036	-0.7424229176575055	0.2	0.4	good>bad	0.5367647058823529
LY9	pre	0.16352796959123597	-0.9473346435343172	0.2	0.4	good>bad	0.5367647058823529
MAGEB2	pre	-0.12387635029329302	-1.025070696458057	0.2	0.4	good>bad	0.5367647058823529
CD74	pre	0.0015566657306555671	-0.4685539549277555	0.2	0.4	good>bad	0.5367647058823529
CD79A	pre	0.4443088037341541	-0.7529987056966124	0.2	0.4	good>bad	0.5367647058823529
CD79B	pre	0.29792208328492076	-0.7772021121387876	0.2	0.4	good>bad	0.5367647058823529
CD83	pre	-0.2213268812656405	-0.7583952296877023	0.2	0.4	good>bad	0.5367647058823529
MAPKAPK2	pre	0.21085472322850138	-0.7563711524158984	0.2	0.4	good>bad	0.5367647058823529
CD53	pre	-0.34923394404334956	-1.022452359387237	0.2	0.4	good>bad	0.5367647058823529
CD55	pre	-0.27259820808675056	-0.4824606894912576	0.2	0.4	good>bad	0.5367647058823529
MAP3K1	pre	0.4545234289911338	-0.12365712784328475	0.2	0.4	good>bad	0.5367647058823529
MAPK3	pre	0.24357102936061545	-0.18180202650061536	0.2	0.4	good>bad	0.5367647058823529
CXCR4	pre	-0.28597691964332655	-0.6619609381908528	0.2	0.4	good>bad	0.5367647058823529
CYFIP2	pre	0.2648593152093972	-1.1155399707497533	0.2	0.4	good>bad	0.5367647058823529
IL18R1	pre	-0.47016159296210186	-1.0138352432462288	0.2	0.4	good>bad	0.5367647058823529
IL21R	pre	-0.3049329061506078	-0.553613511338267	0.2	0.4	good>bad	0.5367647058823529
CTSL	pre	-0.33074165120647253	-1.03385114180657	0.2	0.4	good>bad	0.5367647058823529
CTSW	pre	-0.1163780575600243	-0.6748788093756405	0.2	0.4	good>bad	0.5367647058823529
CX3CL1	pre	0.18811849002212358	-0.6872474400758589	0.2	0.4	good>bad	0.5367647058823529
CXCL13	pre	0.0716931042606123	-0.8850621823283248	0.2	0.4	good>bad	0.5367647058823529
CXCL2	pre	0.34125112170128347	-0.8541225637293858	0.2	0.4	good>bad	0.5367647058823529
ITGA1	pre	0.6116420626338629	-0.5272064704478372	0.2	0.4	good>bad	0.5367647058823529
ITGA4	pre	-0.08372883826145609	-0.5172552390687107	0.2	0.4	good>bad	0.5367647058823529
CTLA4	pre	0.22855194753607966	-0.4841280613035222	0.2	0.4	good>bad	0.5367647058823529
KLRF1	pre	-0.315268836627162	-0.9652710263704282	0.2	0.4	good>bad	0.5367647058823529
IRGM	pre	-0.5141648186456913	-0.8276817338747756	0.2	0.4	good>bad	0.5367647058823529
NCF4	pre	-0.34861394755509795	-0.8925282598539783	0.2	0.4	good>bad	0.5367647058823529
NFATC3	pre	0.737601332147718	-0.4368399337403302	0.2	0.4	good>bad	0.5367647058823529
CD3G	pre	-0.01868899096039194	-1.1488370867899032	0.2	0.4	good>bad	0.5367647058823529
MS4A1	pre	0.7937043402243664	-0.7485152894961679	0.2	0.4	good>bad	0.5367647058823529
MUC1	pre	0.19316136598747316	-0.3192764096883374	0.2	0.4	good>bad	0.5367647058823529
MYD88	pre	-0.17997064650105707	-0.8230117367007881	0.2	0.4	good>bad	0.5367647058823529
CD244	pre	0.01585766438748996	-0.7294617177747839	0.2	0.4	good>bad	0.5367647058823529
CD276	pre	-0.1622354763746144	-0.6896479601831632	0.2	0.4	good>bad	0.5367647058823529
CD28	pre	0.12352081336605673	-0.35718914215326486	0.2	0.4	good>bad	0.5367647058823529
CD37	pre	-0.3836807612339285	-0.9260290422650508	0.2	0.4	good>bad	0.5367647058823529
PSEN2	pre	0.38582297503505975	-0.360507580678662	0.2	0.4	good>bad	0.5367647058823529
PSMB10	pre	0.3387942555063171	-0.268035040517766	0.2	0.4	good>bad	0.5367647058823529
PSMB9	pre	0.42716837018921455	-0.7344027766854894	0.2	0.4	good>bad	0.5367647058823529
CD19	pre	0.18649145941405118	-0.8327248829764708	0.2	0.4	good>bad	0.5367647058823529
HLA-DPB1	pre	-0.029795519801710343	-0.6288339164746425	0.2	0.4	good>bad	0.5367647058823529
IFNL2	pre	-0.3103556846887603	-0.7477646976450799	0.2	0.4	good>bad	0.5367647058823529
IL15	pre	-0.25570749493148043	-1.0093760513884709	0.2	0.4	good>bad	0.5367647058823529
IL15RA	pre	0.15735274257803056	-0.9160005686036125	0.2	0.4	good>bad	0.5367647058823529
IL17RA	pre	-0.47794341025133785	-0.7468709926556686	0.2	0.4	good>bad	0.5367647058823529
IL26	pre	-0.06098099615025506	-0.6910114169211735	0.2	0.4	good>bad	0.5367647058823529
DDX58	pre	-0.13342337554911624	-0.8125750989400067	0.2	0.4	good>bad	0.5367647058823529
PIN1	pre	0.6481121551503197	-0.5766276113900461	0.2	0.4	good>bad	0.5367647058823529
PLAU	pre	-0.10902324257200256	-0.5575998719540163	0.2	0.4	good>bad	0.5367647058823529
PLAUR	pre	-0.3346724076274575	-1.0988490349561726	0.2	0.4	good>bad	0.5367647058823529
PPBP	pre	-0.014250237251890008	-0.6851642235141746	0.2	0.4	good>bad	0.5367647058823529
PRG2	pre	-0.2748972138449819	-0.8802357360540851	0.2	0.4	good>bad	0.5367647058823529
RELB	pre	-0.18184783299625815	-0.7467321458448355	0.2	0.4	good>bad	0.5367647058823529
ROPN1	pre	-0.3941752273190869	-1.0325862913328596	0.2	0.4	good>bad	0.5367647058823529
SH2D1B	pre	0.025439278420461703	-0.9722453118050979	0.2	0.4	good>bad	0.5367647058823529
PDCD1LG2	pre	-0.3807505231734534	-0.9605534742390759	0.2	0.4	good>bad	0.5367647058823529
PECAM1	pre	-0.0749990975020118	-0.7849445938058249	0.2	0.4	good>bad	0.5367647058823529
CCR1	pre	-0.43658610662406566	-0.9791183621557996	0.2	0.4	good>bad	0.5367647058823529
CCR2	pre	-0.36962852065035223	-0.760188876753007	0.2	0.4	good>bad	0.5367647058823529
CCR4	pre	-0.4475066293906691	-0.7671791542796796	0.2	0.4	good>bad	0.5367647058823529
CCR5	pre	-0.2875400877984709	-0.792279130166451	0.2	0.4	good>bad	0.5367647058823529
CCR9	pre	-0.2800450856161331	-0.7694913416074117	0.2	0.4	good>bad	0.5367647058823529
SYK	pre	0.30618445669274136	-0.08319307702955143	0.2	0.4	good>bad	0.5367647058823529
TAB1	pre	0.3111468911295458	-0.15109842087339667	0.2	0.4	good>bad	0.5367647058823529
CCL27	pre	0.003806697473233552	-0.9595754294467631	0.2	0.4	good>bad	0.5367647058823529
CCL28	pre	0.3900327275536677	-0.49847343472781214	0.2	0.4	good>bad	0.5367647058823529
TNFRSF17	pre	0.4429120299485026	-1.0947260398647327	0.2	0.4	good>bad	0.5367647058823529
TNFRSF1A	pre	-0.21199410535491117	-0.6896426311551833	0.2	0.4	good>bad	0.5367647058823529
ADA	pre	0.33463300468896806	-0.8867536397290987	0.2	0.4	good>bad	0.5367647058823529
ABL1	pre	0.08036652466276238	-0.40607370001767434	0.2	0.4	good>bad	0.5367647058823529
TNFSF8	pre	-0.4522396965933579	-0.9436695510439783	0.2	0.4	good>bad	0.5367647058823529
TP53	pre	0.7455630987625259	-0.26414284214100864	0.2	0.4	good>bad	0.5367647058823529
TPTE	pre	-0.31174489562374347	-0.6743723262958637	0.2	0.4	good>bad	0.5367647058823529
