gene	IAE_mean	IBI_mean	IAE_minus_IBI
C2	0.6352505380375698	-0.9657459068826691	1.600996444920239
IL1RAP	2.3562007437521695	0.7579543122971321	1.5982464314550375
IFI16	2.2209494533771497	0.6349763261180067	1.5859731272591429
LRRN3	1.5807699548799479	-0.004907345518319506	1.5856773003982674
CD14	2.5854154988123783	1.0177101272333584	1.56770537157902
CEACAM6	-0.4069266949772121	1.1504221030245307	-1.5573487980017429
NFKB2	2.4186124682883428	0.8634045221169543	1.5552079461713886
FPR2	2.3671672359953346	0.8151129200351909	1.5520543159601439
FLT3	2.36058849247223	0.8113575891950259	1.5492309032772043
BID	-0.4064137236686871	1.1327368457185572	-1.5391505693872443
LTF	-0.11190616226139494	1.4257086467138693	-1.5376148089752641
DDX58	2.1248623928093835	0.5970366206460236	1.52782577216336
JAK2	2.069759760453589	0.5483399230718602	1.5214198373817287
LCP1	2.3866509442348285	0.8741213516957119	1.5125295925391167
PPARG	-0.9403424391606626	0.5679561063247359	-1.5082985454853985
CXCR1	2.405129435850312	0.9013448240635284	1.5037846117867835
CCR7	2.031262706253008	0.5433446873394687	1.4879180189135393
FYN	1.858466676687548	0.3708418281393904	1.4876248485481576
AKT3	2.157382919448052	0.6845215211357661	1.4728613983122858
PLA2G1B	-0.4342338658976749	1.030930560294764	-1.4651644261924388
ICAM1	2.0463113843448877	0.5820498273275777	1.46426155701731
CD34	1.8480028719271262	0.3878487191886187	1.4601541527385076
IL4	0.37163681934892223	1.8279869800528232	-1.4563501607039009
THBS1	0.18327789928123386	1.6395476213378057	-1.456269722056572
FCGR3A	2.245198501197152	0.7892018054150537	1.4559966957820984
FCGR2A	2.517482875199752	1.0630479622892748	1.4544349129104772
IDO1	1.6182124350748666	0.1729115337271082	1.4453009013477582
IGF2R	2.3441103996640082	0.9004767481181256	1.4436336515458827
NCR1	-0.43818369204396085	1.0046330848576852	-1.442816776901646
IKBKG	1.4672764462497452	0.02744924981725057	1.4398271964324947
ABL1	1.2247461385914913	-0.21195329939742472	1.436699437988916
TFEB	1.9399517049419344	0.5047284815581955	1.4352232233837388
