gene	subj_2	subj_4	subj_14	subj_10	subj_11	subj_13
CRP	0.9804713082414482	0.7246405750094309	0.3506437634944294	1.8436531983033608	0.08687946368358726	3.153728500916386
CSF1	2.411902961289024	1.7996952938758568	0.5796881944847929	-0.9325852127539853	1.0943642378023077	1.033534792297572
CSF1R	2.080823377830057	1.5480412258732055	0.24656083463739453	0.5496344282839919	0.16103549181717441	2.729522056625118
CSF2	0.3717009497830983	1.390768790767265	1.311161291082501	-1.3260427050338057	-1.8392421721794772	3.7933318331316155
CSF2RB	2.9471065224907145	2.335131226701333	0.0915421062056419	0.44257943957317325	0.3899278679055366	1.6156722416451696
CSF3	0.7629391153916125	1.3517139952308188	0.940471737826116	0.9037991878605621	-0.27468668721763334	3.8643885418562407
CSF3R	2.7563339053817164	2.540505593184363	0.5856859253124758	-0.79687906979444	0.5268600901292888	1.8813483326224603
CT45A1	0.7545127929268205	0.7650847686267764	0.8766589835856242	0.7312515016447121	0.6338145085049125	3.3181476167547928
CTAG1B	-1.0884071825728225	0.48035795369788936	-0.5114223446314703	0.9957017590989037	0.691035344432747	0.9593288309612986
CTAGE1	1.2690552594406814	0.7722387700327262	0.005079897680701717	-0.4231992405713588	-0.3934846607030103	3.3454026259738687
CTCFL	0.24854421411281702	1.0802380538921246	0.8224905188470704	1.1490431810630282	-1.2789447060170405	3.6218901460593553
CTLA4	2.2128740136172618	0.6967374039839818	-0.15026781458583816	-1.01045923102347	-1.322343720114949	1.1069160307276698
CTSG	2.677951819631338	1.5878701707701932	0.005513888607331485	1.16989984614713	2.2158692169866434	1.401556166537154
CTSH	-1.0919533881903873	0.5338490004172687	0.01971323009985433	-1.5006448980081064	0.8844618482575434	-0.13534450676367826
CTSL	1.5116754179288245	2.232131693026018	1.0900077267160464	0.024131935481443184	1.5004663278728505	1.8291436570530668
CTSS	0.5038930855389189	0.8287972726992993	-0.5955469230639994	2.772921249440314	1.7576932717974565	-2.6382249488281797
CTSW	2.5874252503547948	-0.6375194309215634	-0.9671733080673713	1.5880365737427011	0.19568835810265342	1.9810837584027738
CX3CL1	0.18942195663894634	1.4961981534287017	0.6689910576001138	-1.8431589325928106	0.7995816794694162	1.683739785778048
CX3CR1	3.0073925334804024	0.9797090175832407	-0.2876508079989648	-0.3854763295984461	0.14150032674427254	2.6506968266920836
CXCL1	0.8496221511417822	1.5762324958168312	1.2886693293033091	-1.4400642234210783	-0.4319211950104247	2.761497933285607
CXCL10	1.0570376186151995	1.0151119684754888	-0.07564742432314508	-0.1687582909279539	0.04982903144522588	-0.23752034494164564
CXCL11	1.5881129251020139	0.9594186267155448	0.17060609138097216	0.7542586097890641	-0.16184985995902912	1.06271727867051
CXCL12	2.4658220704530116	0.07684493476790172	0.09432794306442738	0.988411720725239	2.2062538335605915	0.6631049577456414
CXCL13	1.4531414686366153	-1.147128289945785	1.241688607082647	2.0775951279968616	2.7040011870743914	-1.4490836324384495
CXCL14	-1.8190757983055421	-0.8436521952492316	2.1252659115045067	-2.2376242145960106	0.15478628565936453	-1.9057294496298274
CXCL16	0.6134606496376106	1.4101630598505022	0.6489631118549527	1.82355428842519	0.25923439290357164	-0.9229041762035871
CXCL2	-0.6696109947874087	1.2603862543219182	0.632960729800446	0.21782353005432453	-1.0826382123518423	2.7183073451311563
CXCL3	-0.41706455935764886	1.0276079498333497	0.5543340499286181	-0.576780276562457	-0.7847225607549994	2.645770593153131
CXCL5	1.2984399709377499	1.2179749263354498	0.09235472230115627	-1.2568213877469894	-0.5873586858562849	2.7380613288344335
CXCL6	1.6939520445917018	1.4481539405435355	0.24622820524071065	-1.5921314845329209	0.18706831389017753	3.163642400908322
