	Teff_over_Treg	CD8cyt_over_CD8exh	M1_over_M2	NK_activ_over_inhib
2	-0.5647266840656606	-0.2231783403687877	-0.22335598399329504	0.27821221938124463
4	-1.0516581532733253	-0.8746662781585424	0.07867342073365702	0.3898966798522575
10	-0.3828057108751265	-0.8299391886693888	-0.2828725302330075	-0.7899581768801893
11	0.04079876749703104	0.11089621526431176	-0.4057016939589879	-0.2666353602391584
13	0.22711604316380662	0.4811274173717386	0.41037499786888	0.06574354959754247
14	-0.20218790831302327	-0.34248273835800325	0.10951473972888054	-0.5802696660964387
