gene	pearson_r	pearson_P	ns_delta_mean	rna_delta_mean
TTK	0.9888923759558174	0.0014029451577666893	-0.7477299174690533	-1.2476872730648627
MX1	0.988442374497079	0.001488957971351927	1.2270709658342394	1.0561338830777696
MIF	0.9881429032630717	0.0015471323690110972	-0.31605387889549447	-0.8040674401887449
TNFSF10	0.9879265776213587	0.0015896128738638595	0.5421429005602529	0.33938843289562926
IL11	0.9876883253191987	0.0016368387342937032	2.683893071878175	2.4867085191764327
MUC1	0.9875778232323891	0.0016588973988368857	0.006359622696503387	-0.03991170336076681
BCL10	0.9872401765535505	0.0017269027435058216	0.15865013277545154	0.1013829286007133
TNFRSF9	0.9872333435769242	0.0017282883034681735	0.9703558663359484	0.5026683670047752
ISG20	0.9865001842696383	0.001879075487663827	1.158700758353524	1.0084051562012264
TREM1	0.9862775467863014	0.001925686278775271	2.9411275261349106	3.306011784609703
ATG5	0.9859137637348898	0.002002656863181273	-0.33099794504341257	-0.4050686834475828
F2RL1	0.9855607865139563	0.0020782907002830048	-0.04900565076506051	-0.3127234645852196
GNLY	0.9847558643316704	0.0022542002973316368	1.0496783474219147	0.5267925236996094
SERPINB2	0.9837786716611584	0.0024740241129517513	2.8188937152314484	2.801808287639296
CXCL6	0.9824417900223844	0.0027855251695482453	1.8241859474288944	1.9204860849306011
C1QA	0.9820568594744952	0.002877459328932842	0.8226247808615353	0.3879518615281192
IFIH1	0.9819099174082127	0.0029128136512904454	0.867385587730424	0.4011774412772497
CASP1	0.9817529787023683	0.002950730597905353	0.1329606139251652	0.042804415006967036
CD36	0.9817506460968332	0.0029512953865038242	0.9413903617424708	0.6346852506297059
IL1B	0.98152843500382	0.00300526251135928	4.240220574841065	4.882743735540943
ISG15	0.9808679667137377	0.0031675630898330845	0.7884531010456192	0.6091869975549669
LCN2	0.9808033062211684	0.003183603685632365	0.4890508381506919	0.39578023776180016
CSF2	0.9806965450112197	0.003210146959864622	1.282040232228998	0.8623546811197048
PTGS2	0.980621053036706	0.003228959930848515	3.6119319472088014	4.430460305993536
SPP1	0.9805955828547932	0.003235315423160414	2.0054732463259235	2.6029303695237402
ARG2	0.9804439129904428	0.0032732465733544265	0.25575635891986703	-0.05829108910831966
MAPK8	0.9797427262783108	0.0034504941557587008	0.2276223256506878	-0.08805057938867007
IRAK1	0.9787985840650565	0.003693985390488044	-0.2796271665218562	-0.5983954834582398
SMPD3	0.9787161042081025	0.0037155161140337146	-0.08443918000837228	-0.8593475484418137
CCR1	0.9771966809628031	0.0041194558661389515	1.215962404992212	1.2397296876606123
IL18	0.9771756963226199	0.004125130454314247	0.5563404800884287	0.16018685958372192
DDX58	0.9761100763342708	0.004416655941439862	0.732617419737846	0.5409648807878815
JAM3	0.9759487036724275	0.004461373297134467	0.9228774914445269	0.7854548466397945
IFIT1	0.975619947153818	0.0045529324342007335	1.355742418865129	1.072487984923192
CCL13	0.9754673099001606	0.004595650325387867	0.6430818691662639	-0.000776237304531291
S100A8	0.9745749471064705	0.00484800882227885	3.0889734129986577	3.835468842635752
CXCR3	0.9745260966363003	0.00486195169989082	0.5810682017028075	-0.3274360112277905
CCL21	0.9738408361160684	0.005058924055514224	0.25942781245866264	-0.6906672332874325
TNFSF13	0.9731399228218438	0.0052630463446703	0.538995232339237	-0.24672138716705208
ITGA5	0.9724903490290794	0.005454578959323119	1.1950242603358827	1.3423378935240073
CCL8	0.972221065819286	0.005534638724794555	1.256129808690132	1.3767880643352068
CCL11	0.9720132519605753	0.005596685502847342	0.5975080225345757	-0.08551395953920889
MARCO	0.9717139137308957	0.005686458269169617	1.4904592147109743	0.8579345983081504
IL2RG	0.9716882376216557	0.005694180536466417	0.16546222909797786	0.29522524509285475
IL1A	0.9713810165627068	0.005786846703913036	2.8340581884366487	2.788455412237435
OSM	0.9703217214846668	0.006110110402556508	2.188465650967379	4.252111417513385
DMBT1	0.9702549968883956	0.006130665723573937	-1.9058281029235418	-2.1173378842870423
DPP4	0.9699992222851918	0.006209670426219594	0.6398409013294378	0.37962559859251377
PIK3CD	0.9699794539026192	0.006215790419972369	1.288279422980481	1.3012477957587392
IFIT2	0.9696091636989734	0.006330792704723247	1.4801505401233148	1.9473022405845282
TCF7	0.9694570431177567	0.006378238062949828	-0.2452785811298428	-0.8410221450435429
ALCAM	0.9691559689073186	0.006472484089264767	0.5369727376852689	0.6560723067291601
CD24	0.9691406898930681	0.006477279038482448	-0.40821729681535857	-0.4844782317946912
HSD11B1	0.9687858723737314	0.006588957976011635	1.9675326110379991	2.236370108622004
DUSP6	0.9685144287615942	0.006674818077272812	0.45328504834207023	0.43131031914661
TXNIP	0.9681704922496704	0.006784132322136359	0.678908911151274	0.6414574658900312
SELL	0.9679173342777772	0.006864966610850933	2.14138520361871	2.546818847118188
ELK1	0.9674749443106055	0.007006977204366808	0.3627410619841223	-0.2693371435229116
CD4	0.9672950123696776	0.007065009767460083	0.4167892575911905	0.29093372436185777
CCRL2	0.9670383595298373	0.007148058660443805	0.6738314322850666	0.43249478019948767
CXCL2	0.9665201481332615	0.007316713357503953	1.113687116312699	1.2443605162216633
LILRA5	0.9661889850557537	0.007425167352478674	2.0220159646330473	1.9579179944135519
JAK2	0.9660416646483166	0.00747358225912726	0.6421977755833117	0.3767275953561007
VEGFA	0.9655718173373008	0.00762868041646225	0.37257209927262985	-0.061327579674475795
NCAM1	0.9653534365915966	0.007701124232953147	0.46752040053328925	0.17485445106372444
IL1RN	0.9643479823043276	0.008037551876978077	2.4524171108099972	2.8936357738977176
CDH1	0.9635119627777089	0.008320860801195764	-0.7752421434727236	-0.7873222990111991
CD40	0.9634776646599305	0.008332552363963292	0.8013335618875852	0.7108565476752313
