	Teff_over_Treg	CD8cyt_over_CD8exh	M1_over_M2	NK_activ_over_inhib
2	0.47020692021258975	0.3495555224011423	0.29183786818820334	0.10536743520079317
4	0.5181699570554061	-0.014107473755430311	0.42484523631342436	0.1338287838600994
10	0.5876135484175906	0.8914970016688717	-0.031227133483143654	0.09919897234524788
11	0.22575127278300033	-0.10334439342004766	-0.07862184482389106	-0.22465859076918696
13	-0.4887545225921984	-0.33401005805214967	-0.6873482523717611	-0.3396348507727246
14	-0.3462553529432394	0.04953085761695003	0.237197651104106	0.6774036273281443
