gene	good_median	bad_median	good_mean	bad_mean	MW_P_1s	MW_P_2s	direction	BH_q_1s
PLA2G6	1.940814360863111	-1.575736037846304	1.4966022148924825	-1.1398525782491584	0.1	0.2	good>bad	0.8998459167950693
LCP1	2.2236717361587712	0.7974288243682972	1.897182678140786	0.8741213516957119	0.1	0.2	good>bad	0.8998459167950693
CD47	0.45008122687526997	-0.8752501749169737	0.062293482026508196	-0.7832639941702445	0.1	0.2	good>bad	0.8998459167950693
CD200	1.8315709917767204	-0.18827228227142734	1.6142946346472833	0.2598096975616027	0.1	0.2	good>bad	0.8998459167950693
ZAP70	0.15428394650809657	-0.6355648135375491	1.1189289462315861	-1.1105269901914416	0.1	0.2	good>bad	0.8998459167950693
STAT1	0.8516099220017326	0.08429608719514725	0.9832170599341615	0.11890374188556503	0.1	0.2	good>bad	0.8998459167950693
IL1R2	2.115320931879666	0.8623291648971397	1.7364970768821253	0.6111834269861282	0.2	0.4	good>bad	0.8998459167950693
SLC11A1	2.0487381816663457	-0.22162189027939233	1.9540914833220198	0.5284530739349484	0.2	0.4	good>bad	0.8998459167950693
IRF8	0.05919178970662636	-0.42515667613315233	-0.1298721191071651	-0.42294070246478094	0.2	0.4	good>bad	0.8998459167950693
FCGR2A	2.492447019925416	1.1178909206149543	1.983731243988677	1.0630479622892748	0.2	0.4	good>bad	0.8998459167950693
FCER1G	2.006483262638779	0.9383266922058666	1.6179194851114758	0.6335498063890381	0.2	0.4	good>bad	0.8998459167950693
F13A1	1.5296313131731316	0.25320990092537876	1.2113273767599402	-0.28212418860126437	0.2	0.4	good>bad	0.8998459167950693
IFITM1	0.05184105975860431	-0.23128410836195318	0.020078155549552463	-0.8307145746573402	0.2	0.4	good>bad	0.8998459167950693
IFIH1	2.165351569308565	0.1938468652125951	1.8089599345561966	0.11042716668425945	0.2	0.4	good>bad	0.8998459167950693
IFI35	1.9169410248244767	1.641447327959662	1.1718364371823873	0.5289500419964136	0.2	0.4	good>bad	0.8998459167950693
MAF	2.168679674101094	0.7985677703265464	1.9413194270350622	0.7649065905901612	0.2	0.4	good>bad	0.8998459167950693
MAP2K2	0.6176885961304419	0.269001130768195	1.0528064206290766	0.42702418793240104	0.2	0.4	good>bad	0.8998459167950693
LYN	0.9742073863599563	-0.3214022221248727	1.223597924936364	0.1631137952164261	0.2	0.4	good>bad	0.8998459167950693
LRP1	1.0772178233015033	0.3290448026586259	1.4484499049121533	0.6273481782905287	0.2	0.4	good>bad	0.8998459167950693
IL10RA	1.7255623656504424	0.7055642845126845	1.7135971698809624	0.4731751500705947	0.2	0.4	good>bad	0.8998459167950693
IL1A	0.9908560660748904	0.6471045471956944	1.5605463088466276	0.7998540353894938	0.2	0.4	good>bad	0.8998459167950693
IKBKE	0.8656004044645746	-0.37061735311161503	0.5915146431373568	-0.33516850439307877	0.2	0.4	good>bad	0.8998459167950693
CD5	0.7487700745297456	0.2586651536622056	1.2723008024467957	-0.5174332405722074	0.2	0.4	good>bad	0.8998459167950693
RELA	0.9195146667592915	-0.44743964702316164	1.005874382262223	0.0297043891583042	0.2	0.4	good>bad	0.8998459167950693
RORA	1.5213154595633673	1.2646837255017092	1.5075226969815194	0.9606533713056772	0.2	0.4	good>bad	0.8998459167950693
CCR7	1.1799093930368492	0.8157387272748464	1.3086277385347993	0.5433446873394687	0.2	0.4	good>bad	0.8998459167950693
CD14	2.1570712358053727	1.4316734164750753	1.8658296797411713	1.0177101272333584	0.2	0.4	good>bad	0.8998459167950693
SPP1	1.3657298776017377	-0.20658877506382078	1.5312115616975872	0.25817382498622116	0.2	0.4	good>bad	0.8998459167950693
ILF3	-0.5485777719154785	-1.1570613564150618	-0.40845093062792454	-0.9459360428224729	0.2	0.4	good>bad	0.8998459167950693
ITGAX	2.564003259071577	0.44370285149693045	1.9102616658764164	0.5823664374350274	0.2	0.4	good>bad	0.8998459167950693
TLR4	2.3105187883877663	1.0398790653161956	1.9184792745501402	1.113895542384484	0.2	0.4	good>bad	0.8998459167950693
TNF	2.500662937392151	0.762836452455234	2.0129499483212485	0.5340467897760885	0.2	0.4	good>bad	0.8998459167950693
TNFRSF11B	1.3176069549015474	-0.2975202055147821	1.6608157955918201	0.018697497469063462	0.2	0.4	good>bad	0.8998459167950693
TAPBP	1.5223043964823075	-0.44352004651229715	1.5232879627173241	-0.20375133546368718	0.2	0.4	good>bad	0.8998459167950693
SBNO2	1.5588008507469318	0.29019463871835616	1.3246036491163486	-0.17327541759910758	0.2	0.4	good>bad	0.8998459167950693
RUNX1	0.9222904015652278	-1.0569092065424166	1.557998807424319	-0.10809077686907582	0.2	0.4	good>bad	0.8998459167950693
FCGR2B	1.1019330835033692	0.3481809292488446	1.5777643096685592	0.5531764662961686	0.2	0.4	good>bad	0.8998459167950693
FPR2	1.941019973236491	0.07227472093325105	1.766525992407215	0.8151129200351909	0.2	0.4	good>bad	0.8998459167950693
S100B	-0.11186443921595479	-1.4406198519560587	0.48195077095971345	-0.980731903490846	0.2	0.4	good>bad	0.8998459167950693
HLA-DQA1	0.295231050223576	-0.16255458824253544	0.34561492446202474	-0.1507379448441398	0.2	0.4	good>bad	0.8998459167950693
HLA-DOB	0.9309492935198654	0.6513112189083228	1.5034716540373951	0.5673329743208178	0.2	0.4	good>bad	0.8998459167950693
MEFV	1.967887943189206	-0.2160145665490264	1.9228915862492688	0.586587080595974	0.2	0.4	good>bad	0.8998459167950693
MAPKAPK2	0.8840857483778359	0.41791803449069564	0.8473836061586129	0.24364925221617736	0.2	0.4	good>bad	0.8998459167950693
MAP4K2	1.0613877726898666	-0.3560732648921083	1.2656917383617807	0.07604391519155085	0.2	0.4	good>bad	0.8998459167950693
