gene	tag	good_mean	bad_mean	MW_P_1s	MW_P_2s	direction	BH_q_1s
CTSS	post	0.3776385182681317	0.06061698299584103	0.65	1.0	good>bad	0.784297520661157
TLR10	post	0.3814499887211178	0.5415261987887775	0.65	1.0	bad>good	0.784297520661157
TIRAP	post	0.4871693392830869	0.7167423186129372	0.65	1.0	bad>good	0.784297520661157
ARG1	post	0.3897618351918224	0.9092519680200185	0.65	1.0	bad>good	0.784297520661157
ITGA2B	post	0.539888250069298	0.5602776506889376	0.65	1.0	bad>good	0.784297520661157
C1QA	post	0.6193622640801425	0.343567562965307	0.65	1.0	good>bad	0.784297520661157
TPTE	post	0.12183250729784172	0.864284714621765	0.65	1.0	bad>good	0.784297520661157
CCL21	post	0.1251228949943711	0.3357295939101088	0.65	1.0	bad>good	0.784297520661157
CCL20	post	-0.027926283449869655	0.6118465949687556	0.65	1.0	bad>good	0.784297520661157
C4B	post	0.6900462438480047	0.5836557839366275	0.65	1.0	good>bad	0.784297520661157
CCL19	post	0.35557055561838763	0.2140850818687167	0.65	1.0	good>bad	0.784297520661157
UBC	post	0.5789496349487706	0.24306506740854505	0.65	1.0	good>bad	0.784297520661157
C5	post	-0.038861333751587145	0.8803985635297115	0.65	1.0	bad>good	0.784297520661157
XCR1	post	0.21526977466862848	1.0149404590323392	0.65	1.0	bad>good	0.784297520661157
AICDA	post	0.7757856163908992	0.8030160706776011	0.65	1.0	bad>good	0.784297520661157
APP	post	-0.11632179945096661	0.5229204273165803	0.8	0.7	bad>good	0.8651851851851852
USP9Y	post	0.18571120283755502	0.5744278486744069	0.8	0.7	bad>good	0.8651851851851852
AMBP	post	-0.20993937256311437	0.7638649542373033	0.8	0.7	bad>good	0.8651851851851852
C8B	post	0.33912817061898975	0.7267548151203433	0.8	0.7	bad>good	0.8651851851851852
CCL15	post	-0.2578956697700234	0.8575024747998811	0.8	0.7	bad>good	0.8651851851851852
CCL16	post	-0.48662390589558785	0.8318363710957977	0.8	0.7	bad>good	0.8651851851851852
C7	post	0.24966572432266054	0.3547289337843589	0.8	0.7	bad>good	0.8651851851851852
C8A	post	0.15463683292882927	1.0692030849890566	0.8	0.7	bad>good	0.8651851851851852
IRGM	post	0.3378477104451074	1.0039988420753607	0.8	0.7	bad>good	0.8651851851851852
TNFSF10	post	0.3351210188278771	0.3861299167715022	0.8	0.7	bad>good	0.8651851851851852
BCL2	post	-0.013541169908145356	-0.007643740270280873	0.8	0.7	bad>good	0.8651851851851852
BLK	post	0.29862294958540503	0.37684668264176074	0.8	0.7	bad>good	0.8651851851851852
ARG2	post	-0.0438879354054709	0.3640899972892723	0.8	0.7	bad>good	0.8651851851851852
BCL10	post	0.11568577214227833	0.2991511950858737	0.8	0.7	bad>good	0.8651851851851852
BAX	post	0.6032593703813902	-0.01719529909607509	0.8	0.7	good>bad	0.8651851851851852
IRF2	post	0.6382043331207323	0.8384539601134948	0.8	0.7	bad>good	0.8651851851851852
CTSW	post	0.21119944622859568	0.5800574207070689	0.8	0.7	bad>good	0.8651851851851852
CXCL12	post	0.3368337119954539	0.7456271980573473	0.8	0.7	bad>good	0.8651851851851852
TNFRSF13C	post	0.14554040053286907	0.6154090727506293	0.8	0.7	bad>good	0.8651851851851852
ATG5	post	0.1414417963486165	-0.4656543081624043	0.8	0.7	good>bad	0.8651851851851852
MBL2	post	0.40760591469085794	0.9320128281983937	0.8	0.7	bad>good	0.8651851851851852
IFI27	post	0.614527919180604	-0.18457858603712948	0.8	0.7	good>bad	0.8651851851851852
PSEN1	post	0.1351256639611659	0.12290790587127838	0.8	0.7	good>bad	0.8651851851851852
CDH5	post	0.5572462971013564	0.4089318377576195	0.8	0.7	good>bad	0.8651851851851852
CD8B	post	-0.24683899738826554	0.28758627460486913	0.8	0.7	bad>good	0.8651851851851852
CDH1	post	-0.17560906135191182	-0.3447705149170948	0.8	0.7	good>bad	0.8651851851851852
CEACAM6	post	0.34092358679337825	0.13265661362923034	0.8	0.7	good>bad	0.8651851851851852
CD8A	post	0.24092031051860027	0.3417842706633795	0.8	0.7	bad>good	0.8651851851851852
FAS	post	0.3824180454661539	0.7301737524668211	0.8	0.7	bad>good	0.8651851851851852
F2RL1	post	0.043303019047317814	0.1183864971258517	0.8	0.7	bad>good	0.8651851851851852
PAX5	post	-0.0690046359840021	1.016600742393594	0.8	0.7	bad>good	0.8651851851851852
EPCAM	post	-0.05242100522026009	-0.3545249478984774	0.8	0.7	good>bad	0.8651851851851852
TARP	post	0.5257726103904862	0.7369331613674758	0.8	0.7	bad>good	0.8651851851851852
MAPK3	post	0.03873096518186925	-0.10049996804186796	0.8	0.7	good>bad	0.8651851851851852
MARCO	post	0.13685692277473213	0.9962998873040795	0.8	0.7	bad>good	0.8651851851851852
HLA-DRB4	post	-0.11053833249444016	0.4671521134618233	0.8	0.7	bad>good	0.8651851851851852
IFNA17	post	0.03764790139355468	1.0698444103860287	0.8	0.7	bad>good	0.8651851851851852
GATA3	post	0.6059888071973393	0.6823470280477988	0.8	0.7	bad>good	0.8651851851851852
HLA-C	post	0.4512876092794174	0.6179225833194638	0.8	0.7	bad>good	0.8651851851851852
SPANXB1	post	-0.1646590560451241	0.6825316605941391	0.8	0.7	bad>good	0.8651851851851852
IL26	post	-0.06265495498212718	0.8146473680535528	0.8	0.7	bad>good	0.8651851851851852
IL27	post	0.5000320731865892	0.8856055310437121	0.8	0.7	bad>good	0.8651851851851852
CD160	post	-0.04671146837003056	0.768563583238875	0.8	0.7	bad>good	0.8651851851851852
ABCB1	post	-0.15169776054051964	0.3594997001814501	0.8	0.7	bad>good	0.8651851851851852
LCN2	post	0.030207516145952185	0.4213129615013274	0.8	0.7	bad>good	0.8651851851851852
KIR_Inhibiting_Subgroup_1	post	0.5240266053939132	0.8765769284165564	0.8	0.7	bad>good	0.8651851851851852
IL22	post	-0.01731345783812808	0.5918006787875302	0.8	0.7	bad>good	0.8651851851851852
IL3	post	-0.2876339536971184	0.9716308399240935	0.8	0.7	bad>good	0.8651851851851852
KLRK1	post	0.49524782475210705	0.5280321586548976	0.8	0.7	bad>good	0.8651851851851852
TRAF6	post	0.2113854922136259	0.7821091006409945	0.8	0.7	bad>good	0.8651851851851852
THBS1	post	-0.024743911146436853	0.9318246550916779	0.8	0.7	bad>good	0.8651851851851852
LGALS3	post	0.29833659061953005	-0.22923050141268098	0.8	0.7	good>bad	0.8651851851851852
CCL27	post	0.08889538118831493	0.8668733507852183	0.8	0.7	bad>good	0.8651851851851852
CCL28	post	-0.0997307112741811	0.20817141844832357	0.8	0.7	bad>good	0.8651851851851852
TMEFF2	post	0.20024750013996337	1.048108931525627	0.8	0.7	bad>good	0.8651851851851852
MAP2K4	post	0.2135580346325766	0.31854177887568363	0.8	0.7	bad>good	0.8651851851851852
IL18	post	0.3931006846411543	0.5138297472822163	0.8	0.7	bad>good	0.8651851851851852
SIGIRR	post	-0.0707609719160817	-0.06972251720333504	0.8	0.7	bad>good	0.8651851851851852
IGLL1	post	-0.039525496329103404	0.9356863564091079	0.8	0.7	bad>good	0.8651851851851852
IFNL1	post	0.033052706207177006	0.8146359698775362	0.8	0.7	bad>good	0.8651851851851852
SAA1	post	0.21871647828703314	0.13393647422730212	0.8	0.7	good>bad	0.8651851851851852
ROPN1	post	0.4430893169573186	0.9836722016946279	0.8	0.7	bad>good	0.8651851851851852
CD22	post	0.032466836689398905	0.7521909375918412	0.8	0.7	bad>good	0.8651851851851852
CD3G	post	0.4204829366965261	0.7470431410537653	0.8	0.7	bad>good	0.8651851851851852
CCL23	post	0.21510284556498593	0.9600358640022636	0.8	0.7	bad>good	0.8651851851851852
SPA17	post	-0.18898664473804438	0.6064984309154243	0.8	0.7	bad>good	0.8651851851851852
CD164	post	-0.14341458873199586	-0.2541540308258396	0.8	0.7	good>bad	0.8651851851851852
CCL26	post	0.07360147490861539	1.1609316712528417	0.8	0.7	bad>good	0.8651851851851852
TLR3	post	-0.27167296213796066	0.6837524531466651	0.8	0.7	bad>good	0.8651851851851852
TNFRSF11A	post	-0.17142820284609916	0.0042354362926544376	0.8	0.7	bad>good	0.8651851851851852
CD209	post	0.3977609778846419	1.0860840977865294	0.9	0.4	bad>good	0.9279661016949152
LY86	post	-0.12582472861388183	1.1945022372320928	0.9	0.4	bad>good	0.9279661016949152
IL19	post	0.3859323825961951	0.9595170225884649	0.9	0.4	bad>good	0.9279661016949152
MPPED1	post	0.06684894502073029	1.0065029482457821	0.9	0.4	bad>good	0.9279661016949152
TREM2	post	0.18620932940677715	1.1727123255769374	0.9	0.4	bad>good	0.9279661016949152
CCR6	post	-0.0975614801840347	0.7250745201092053	0.9	0.4	bad>good	0.9279661016949152
CCL25	post	-0.029622295157726148	1.2341441288608836	0.9	0.4	bad>good	0.9279661016949152
IL17B	post	-0.35432117321910367	0.8857623668024011	0.9	0.4	bad>good	0.9279661016949152
MAGEC1	post	-0.1184114588933834	0.9740613308807976	0.9	0.4	bad>good	0.9279661016949152
MNX1	post	-0.8331754618939099	0.43142700829790126	0.9	0.4	bad>good	0.9279661016949152
PPARG	post	-0.08417896195273285	0.20229456941933743	0.9	0.4	bad>good	0.9279661016949152
PLA2G1B	post	-0.5440628970049324	0.8325273467463506	0.9	0.4	bad>good	0.9279661016949152
ELANE	post	0.19764782992629024	1.0078866600513339	0.9	0.4	bad>good	0.9279661016949152
DEFB1	post	-0.029106374198018314	1.0391601145305354	0.9	0.4	bad>good	0.9279661016949152
DDX43	post	0.09193863904350329	1.1053230534211866	0.9	0.4	bad>good	0.9279661016949152
TBX21	post	-0.029084248186527956	0.9250028229312178	0.9	0.4	bad>good	0.9279661016949152
CCL14	post	0.040735507614560205	0.6889608305278548	0.9	0.4	bad>good	0.9279661016949152
TNFSF13	post	-0.20063396456863333	0.8038765899096929	0.9	0.4	bad>good	0.9279661016949152
PRKCD	post	-0.04096203999323363	0.7990978319747005	0.9	0.4	bad>good	0.9279661016949152
IL13	post	0.28955138314769274	0.9060373332662662	0.9	0.4	bad>good	0.9279661016949152
CD207	post	0.13429464982978057	1.2503821494291703	0.9	0.4	bad>good	0.9279661016949152
CD68	post	0.31370529824829735	0.9461360012475107	0.9	0.4	bad>good	0.9279661016949152
SH2D1B	post	0.006367817214487324	0.9404382161701482	0.9	0.4	bad>good	0.9279661016949152
MAPK11	post	0.05591240933556598	0.8883721155179622	0.9	0.4	bad>good	0.9279661016949152
IFNA2	post	-0.5072414355615612	0.933772778912517	0.9	0.4	bad>good	0.9279661016949152
S100A7	post	-0.2543985749085193	0.5430470142273626	0.9	0.4	bad>good	0.9279661016949152
KIR_Inhibiting_Subgroup_2	post	-0.43840420541009034	0.7441222577509671	0.9	0.4	bad>good	0.9279661016949152
KLRD1	post	0.05408172473308274	0.5984331196610179	0.9	0.4	bad>good	0.9279661016949152
CD1A	post	-0.03272468954820468	1.1094912788374702	0.9	0.4	bad>good	0.9279661016949152
KIR3DL1	post	0.19721742522050065	1.002672727936173	0.9	0.4	bad>good	0.9279661016949152
IL23R	post	-0.015389562732887755	1.043062471467848	0.9	0.4	bad>good	0.9279661016949152
LTF	post	-0.08061548373871973	0.8721773779564105	0.9	0.4	bad>good	0.9279661016949152
IL1RAPL2	post	0.01639097610235445	0.9788947618174187	0.9	0.4	bad>good	0.9279661016949152
PTGDR2	post	0.033336468647940584	1.2353858384748246	0.9500000000000001	0.2	bad>good	0.9591977869986169
CASP10	post	-0.1263454600970365	1.0840832287398323	0.9500000000000001	0.2	bad>good	0.9591977869986169
IL7	post	0.08422646158767226	0.6179101105236597	0.9500000000000001	0.2	bad>good	0.9591977869986169
CCL13	post	-0.09688208988850276	0.9680600034412411	0.9500000000000001	0.2	bad>good	0.9591977869986169
C6	post	-0.13447893321232768	1.1941103252994083	0.9500000000000001	0.2	bad>good	0.9591977869986169
BID	post	-0.5571465853373235	0.9167653045754754	0.9500000000000001	0.2	bad>good	0.9591977869986169
NT5E	post	0.05345942730121931	1.155078436812022	0.9500000000000001	0.2	bad>good	0.9591977869986169
IFNA7	post	-0.23675231602916377	1.1295250429261772	0.9500000000000001	0.2	bad>good	0.9591977869986169
MS4A1	post	-0.20229136996550046	0.1571023192373069	0.9500000000000001	0.2	bad>good	0.9591977869986169
KLRC1	post	-0.06745449730750774	1.2766400494945065	0.9500000000000001	0.2	bad>good	0.9591977869986169
SMPD3	post	-0.6537622976314127	0.7821702912315095	0.9500000000000001	0.2	bad>good	0.9591977869986169
MAGEA4	post	-0.26170316527041054	0.9936668572134706	0.9500000000000001	0.2	bad>good	0.9591977869986169
SPINK5	post	-0.15880872860529796	0.9301443644027813	0.9500000000000001	0.2	bad>good	0.9591977869986169
IL12RB2	post	0.08709500862248805	1.151752833619964	0.9500000000000001	0.2	bad>good	0.9591977869986169
LTK	post	-0.11670252232832896	0.9224853306926984	0.9500000000000001	0.2	bad>good	0.9591977869986169
XCL2	post	-0.05681591611920217	1.1593483100588162	1.0	0.1	bad>good	1.0
C8G	post	-0.15619945929268111	1.44373690992208	1.0	0.1	bad>good	1.0
RAG1	post	-0.4410725377290661	1.303867055755303	1.0	0.1	bad>good	1.0
RORC	post	0.01703897719319231	0.9920230289778514	1.0	0.1	bad>good	1.0
SEMG1	post	-0.038903835031181035	1.3650476755044165	1.0	0.1	bad>good	1.0
TLR7	post	-0.09507126769915954	1.2598347856002492	1.0	0.1	bad>good	1.0
KLRC2	post	-0.5269833546608975	1.3730654176165265	1.0	0.1	bad>good	1.0
